Category,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost,Order Date - Copy,Modulo,Target Sales,Poor,Satisfactory,Good,Sales w/o decimal
Furniture,San Francisco,United States,Perry Lambert,USCA,BB-72705,"Sunday, January 22, 2023",2023,UN-2023-337461,Medium,FUR-FU-793928,Candidate one who.,West,24934,Consumer,"Wednesday, January 25, 2023",First Class,California,Furnishings,0.34,-22.7513,6,57.2525,5.73,2023-01-22,0,34.5012,34.5012,34.5012,34.5012,57
Technology,Manchester,United Kingdom,Colleen Thompson,EU,GV-78210,"Tuesday, June 27, 2023",2023,UN-2023-552380,Medium,TEC-CO-472530,Spring water.,North,18843,Corporate,"Wednesday, July 05, 2023",Second Class,England,Copiers,0.01,-101.8327,1,1051.7738,105.18,2023-06-27,0,949.9410999999999,949.9410999999999,949.9410999999999,949.9410999999999,1051
Technology,Tegucigalpa,Honduras,Latoya Rice,LATAM,QI-79104,"Saturday, October 21, 2023",2023,HO-2023-794047,Critical,TEC-MA-383898,Guy instead tough suggest including.,Central,27712,Consumer,"Wednesday, October 25, 2023",Second Class,Francisco Morazán,Machines,0.08,180.1857,8,593.7559,59.38,2023-10-21,0,773.9416,773.9416,773.9416,773.9416,593
Furniture,Mexico City,Mexico,Ryan Benjamin PhD,LATAM,GO-81861,"Tuesday, July 09, 2024",2024,ME-2024-601956,High,FUR-BO-522612,Address page both board catch.,Central,39200,Consumer,"Saturday, July 13, 2024",Same Day,Mexico City,Bookcases,0.12,-66.046,2,211.052,21.11,2024-07-09,0,145.00599999999997,145.00599999999997,145.00599999999997,145.00599999999997,211
Furniture,Manchester,United Kingdom,Christina Warren,EU,SO-85018,"Saturday, April 23, 2022",2022,UN-2022-513035,Critical,FUR-CH-795278,Group friend himself democratic.,North,18893,Home Office,"Tuesday, May 03, 2022",First Class,England,Chairs,0.14,-263.8381,4,930.0821,93.01,2022-04-23,0,666.2439999999999,666.2439999999999,666.2439999999999,666.2439999999999,930
Office Supplies,Melbourne,Australia,Michael Davis,APAC,EB-24295,"Monday, May 02, 2022",2022,AU-2022-813254,High,OFF-ST-753674,Issue himself wait analysis.,Oceania,28720,Corporate,"Wednesday, May 11, 2022",Second Class,Victoria,Storage,0.25,-247.6572,1,581.4848,58.15,2022-05-02,0,333.82759999999996,333.82759999999996,333.82759999999996,333.82759999999996,581
Furniture,Melbourne,Australia,Brandon Ashley,APAC,SJ-25060,"Saturday, March 15, 2025",2025,AU-2025-624713,Low,FUR-FU-604275,Because tree improve end.,Oceania,31787,Corporate,"Monday, March 24, 2025",Standard Class,Victoria,Furnishings,0.22,-125.0352,7,449.885,44.99,2025-03-15,0,324.84979999999996,324.84979999999996,324.84979999999996,324.84979999999996,449
Office Supplies,São Paulo,Brazil,Tina Hoffman,LATAM,RS-17294,"Friday, March 08, 2024",2024,BR-2024-809778,Critical,OFF-BI-271501,Vote step around.,South,12549,Home Office,"Tuesday, March 12, 2024",Second Class,São Paulo,Binders,0.36,-16.6649,8,43.5558,4.36,2024-03-08,0,26.8909,26.8909,26.8909,26.8909,43
Office Supplies,Manchester,United Kingdom,Brittney Smith,EU,UD-97699,"Tuesday, June 06, 2023",2023,UN-2023-932794,Low,OFF-AR-573967,However well according agree poor.,North,21110,Corporate,"Wednesday, June 07, 2023",Second Class,England,Art,0.15,7.7215,8,752.1994,75.22,2023-06-06,0,759.9209,759.9209,759.9209,759.9209,752
Office Supplies,Medellín,Colombia,Maria Henderson,LATAM,CS-21679,"Friday, October 25, 2024",2024,CO-2024-412489,Low,OFF-ST-824803,Might worker spend.,South,23577,Home Office,"Sunday, November 03, 2024",Same Day,Antioquia,Storage,0.38,-27.0429,4,1256.5392,125.65,2024-10-25,0,1229.4963,1229.4963,1229.4963,1229.4963,1256
Office Supplies,Munich,Germany,Michael Stokes,EU,MO-52775,"Thursday, August 03, 2023",2023,GE-2023-802630,Critical,OFF-ST-362601,Leader staff individual season.,West,37132,Home Office,"Thursday, August 10, 2023",First Class,Bavaria,Storage,0.39,-71.6458,7,847.4012,84.74,2023-08-03,0,775.7554,775.7554,775.7554,775.7554,847
Technology,Sydney,Australia,Kimberly Poole,APAC,AV-78289,"Sunday, May 26, 2024",2024,AU-2024-834863,High,TEC-AC-386053,Player member.,Oceania,20808,Consumer,"Thursday, May 30, 2024",Standard Class,New South Wales,Accessories,0.16,2.4379,9,30.3091,3.03,2024-05-26,0,32.747,32.747,32.747,32.747,30
Office Supplies,Tegucigalpa,Honduras,Grace Palmer,LATAM,MF-63672,"Saturday, December 03, 2022",2022,HO-2022-347210,Medium,OFF-ST-782447,Watch rich.,Central,43113,Corporate,"Thursday, December 08, 2022",First Class,Francisco Morazán,Storage,0.08,-150.8656,8,1252.3358,125.23,2022-12-03,0,1101.4702,1101.4702,1101.4702,1101.4702,1252
Office Supplies,San Pedro Sula,Honduras,Brian Lewis,LATAM,PU-99679,"Monday, July 07, 2025",2025,HO-2025-549461,High,OFF-BI-556921,Moment everyone.,Central,17490,Consumer,"Thursday, July 17, 2025",Standard Class,Cortés,Binders,0.27,-8.9094,5,69.2747,6.93,2025-07-07,0,60.3653,60.3653,60.3653,60.3653,69
Office Supplies,Manchester,United Kingdom,Hailey Rodriguez,EU,EI-29714,"Sunday, March 13, 2022",2022,UN-2022-891152,Critical,OFF-AP-317979,Remember former close perhaps.,North,47967,Home Office,"Tuesday, March 22, 2022",Same Day,England,Appliances,0.02,651.8804,6,1340.9836,134.1,2022-03-13,0,1992.864,1992.864,1992.864,1992.864,1340
Furniture,Paris,France,Elizabeth Malone,EU,CU-20321,"Friday, March 31, 2023",2023,FR-2023-104168,Medium,FUR-BO-618732,Behavior officer nearly behind.,West,20560,Consumer,"Tuesday, April 04, 2023",Second Class,Île-de-France,Bookcases,0.23,389.3507,7,865.8704,86.59,2023-03-31,0,1255.2211,1255.2211,1255.2211,1255.2211,865
Furniture,London,United Kingdom,Stuart Camacho,EU,TA-90575,"Thursday, July 25, 2024",2024,UN-2024-432578,Medium,FUR-CH-268852,Point meeting old goal.,North,30249,Corporate,"Saturday, July 27, 2024",Same Day,England,Chairs,0.01,-124.5036,3,775.9437,77.59,2024-07-25,0,651.4401,651.4401,651.4401,651.4401,775
Technology,Philadelphia,United States,Mr. Anthony Richardson,USCA,ZV-75683,"Sunday, November 07, 2021",2021,UN-2021-827635,Critical,TEC-CO-803235,During attention contain idea.,East,14764,Home Office,"Monday, November 08, 2021",First Class,Pennsylvania,Copiers,0.23,1.1358,7,213.3173,21.33,2021-11-07,0,214.45309999999998,214.45309999999998,214.45309999999998,214.45309999999998,213
Office Supplies,Berlin,Germany,Timothy Hampton,EU,KE-96643,"Friday, July 08, 2022",2022,GE-2022-593963,Medium,OFF-AR-621321,Both go guess actually.,West,37943,Corporate,"Sunday, July 10, 2022",Standard Class,Berlin,Art,0.26,-28.1874,8,1347.8528,134.79,2022-07-08,0,1319.6653999999999,1319.6653999999999,1319.6653999999999,1319.6653999999999,1347
Technology,Seattle,United States,Rodney Bradley,USCA,FL-45944,"Friday, October 25, 2024",2024,UN-2024-174467,Critical,TEC-MA-792162,Home PM benefit organization matter.,West,16295,Home Office,"Saturday, November 02, 2024",Same Day,Washington,Machines,0.22,10.8674,2,326.7112,32.67,2024-10-25,0,337.5786,337.5786,337.5786,337.5786,326
Technology,Melbourne,Australia,Eric Smith,APAC,BI-45088,"Saturday, September 03, 2022",2022,AU-2022-138029,Low,TEC-AC-659910,Catch hospital wrong recent.,Oceania,20554,Home Office,"Wednesday, September 07, 2022",Same Day,Victoria,Accessories,0.06,140.3321,6,375.3813,37.54,2022-09-03,0,515.7134,515.7134,515.7134,515.7134,375
Office Supplies,Rio de Janeiro,Brazil,Katherine Miranda,LATAM,TE-28233,"Sunday, June 18, 2023",2023,BR-2023-912213,Critical,OFF-BI-579134,Better employee.,South,24035,Consumer,"Wednesday, June 21, 2023",First Class,Rio de Janeiro,Binders,0.03,131.0245,10,1072.8047,107.28,2023-06-18,0,1203.8292,1203.8292,1203.8292,1203.8292,1072
Technology,San Pedro Sula,Honduras,Robert Tanner II,LATAM,HR-80748,"Monday, December 02, 2024",2024,HO-2024-260070,Medium,TEC-CO-878238,Dark to police.,Central,40435,Consumer,"Friday, December 06, 2024",Standard Class,Cortés,Copiers,0.12,243.1006,6,542.29,54.23,2024-12-02,0,785.3906,785.3906,785.3906,785.3906,542
Furniture,Berlin,Germany,Cole Johnson,EU,FE-87022,"Tuesday, April 29, 2025",2025,GE-2025-958299,Low,FUR-BO-364617,Newspaper investment finally but.,West,35088,Home Office,"Saturday, May 03, 2025",Second Class,Berlin,Bookcases,0.06,136.5085,8,723.5171,72.35,2025-04-29,0,860.0256,860.0256,860.0256,860.0256,723
Office Supplies,London,United Kingdom,Michael Gaines,EU,WR-24051,"Tuesday, May 31, 2022",2022,UN-2022-520655,High,OFF-ST-798159,Voice face hair night.,North,44267,Home Office,"Wednesday, June 01, 2022",Second Class,England,Storage,0.06,132.4533,9,575.8768,57.59,2022-05-31,0,708.3301,708.3301,708.3301,708.3301,575
Technology,Berlin,Germany,Abigail Reed,EU,GF-70998,"Wednesday, January 25, 2023",2023,GE-2023-870762,Medium,TEC-MA-749841,Thus cell successful standard.,West,31565,Home Office,"Friday, January 27, 2023",First Class,Berlin,Machines,0.09,107.3976,2,493.0909,49.31,2023-01-25,0,600.4884999999999,600.4884999999999,600.4884999999999,600.4884999999999,493
Technology,Atlanta,United States,Brittany Thomas,USCA,CV-24604,"Friday, April 11, 2025",2025,UN-2025-930460,Critical,TEC-CO-108153,Happen us discussion yeah work.,South,15085,Consumer,"Tuesday, April 15, 2025",Standard Class,Georgia,Copiers,0.31,716.518,6,1466.6272,146.66,2025-04-11,0,2183.1452,2183.1452,2183.1452,2183.1452,1466
Furniture,Medellín,Colombia,Elizabeth Garcia,LATAM,BJ-32722,"Thursday, February 22, 2024",2024,CO-2024-891219,Critical,FUR-TA-633336,One able major.,South,13744,Corporate,"Saturday, March 02, 2024",Second Class,Antioquia,Tables,0.17,137.0613,8,316.7053,31.67,2024-02-22,0,453.76660000000004,453.76660000000004,453.76660000000004,453.76660000000004,316
Furniture,Munich,Germany,Aaron Horn,EU,WA-80229,"Monday, February 12, 2024",2024,GE-2024-411880,High,FUR-CH-243730,Laugh she red.,West,22540,Consumer,"Thursday, February 15, 2024",Second Class,Bavaria,Chairs,0.33,-19.5142,9,115.1233,11.51,2024-02-12,0,95.6091,95.6091,95.6091,95.6091,115
Office Supplies,San Pedro Sula,Honduras,Tina Ramirez,LATAM,UE-65148,"Sunday, February 05, 2023",2023,HO-2023-403025,Low,OFF-BI-844322,Bed finally story.,Central,40000,Home Office,"Friday, February 10, 2023",Standard Class,Cortés,Binders,0.02,-77.131,7,1122.9825,112.3,2023-02-05,0,1045.8515,1045.8515,1045.8515,1045.8515,1122
Furniture,Ottawa,Canada,Diane Garrett,USCA,PJ-83205,"Saturday, October 21, 2023",2023,CA-2023-149106,Low,FUR-BO-281154,Term court.,Canada,22031,Consumer,"Wednesday, October 25, 2023",Same Day,Ontario,Bookcases,0.31,-462.4866,8,1191.1946,119.12,2023-10-21,0,728.7080000000001,728.7080000000001,728.7080000000001,728.7080000000001,1191
Furniture,Manchester,United Kingdom,Erica Jones,EU,FX-55135,"Monday, July 28, 2025",2025,UN-2025-804983,High,FUR-CH-745232,Building listen sea meet edge.,North,13719,Home Office,"Wednesday, July 30, 2025",Same Day,England,Chairs,0.12,488.2034,9,1222.7672,122.28,2025-07-28,0,1710.9706,1710.9706,1710.9706,1710.9706,1222
Technology,Berlin,Germany,Eduardo Snyder,EU,RP-14738,"Monday, October 16, 2023",2023,GE-2023-343207,Low,TEC-PH-676233,Course we man bar.,West,26313,Home Office,"Monday, October 23, 2023",Second Class,Berlin,Phones,0.02,13.3179,6,519.3726,51.94,2023-10-16,0,532.6905,532.6905,532.6905,532.6905,519
Office Supplies,Yokohama,Japan,Shawn Ray,APAC,ZP-73182,"Monday, March 11, 2024",2024,JA-2024-480815,Low,OFF-AP-412561,Institution its any.,North Asia,29753,Consumer,"Sunday, March 17, 2024",Standard Class,Kanagawa,Appliances,0.08,111.9923,5,1094.2388,109.42,2024-03-11,0,1206.2311,1206.2311,1206.2311,1206.2311,1094
Office Supplies,Guadalajara,Mexico,Michelle Young,LATAM,FP-14277,"Tuesday, January 28, 2025",2025,ME-2025-824024,Low,OFF-BI-121444,Friend return door again concern.,Central,31582,Consumer,"Wednesday, January 29, 2025",First Class,Jalisco,Binders,0.18,-7.467,10,15.9224,1.59,2025-01-28,0,8.455400000000001,8.455400000000001,8.455400000000001,8.455400000000001,15
Technology,Sydney,Australia,Ashley Henderson,APAC,MO-50070,"Wednesday, May 29, 2024",2024,AU-2024-300659,Critical,TEC-PH-559087,Two detail threat senior step.,Oceania,46773,Home Office,"Monday, June 03, 2024",Same Day,New South Wales,Phones,0.11,114.1391,1,372.0982,37.21,2024-05-29,0,486.2373,486.2373,486.2373,486.2373,372
Technology,Melbourne,Australia,Scott Wade,APAC,JJ-94251,"Saturday, July 20, 2024",2024,AU-2024-107119,Low,TEC-CO-415550,Serve camera ok actually.,Oceania,41656,Corporate,"Sunday, July 21, 2024",First Class,Victoria,Copiers,0.25,6.0876,4,376.1495,37.61,2024-07-20,0,382.2371,382.2371,382.2371,382.2371,376
Furniture,Paris,France,Justin Kim,EU,AM-55545,"Thursday, August 31, 2023",2023,FR-2023-722392,Medium,FUR-BO-508731,Mind hour enjoy ball friend.,West,44600,Consumer,"Tuesday, September 05, 2023",Second Class,Île-de-France,Bookcases,0.27,-20.4665,9,50.9382,5.09,2023-08-31,0,30.471700000000002,30.471700000000002,30.471700000000002,30.471700000000002,50
Office Supplies,Tokyo,Japan,Ashley Valdez,APAC,US-47352,"Thursday, November 03, 2022",2022,JA-2022-902635,Critical,OFF-AR-121582,Director treatment.,North Asia,28565,Home Office,"Sunday, November 13, 2022",First Class,Tokyo,Art,0.04,-187.6353,1,389.6635,38.97,2022-11-03,0,202.0282,202.0282,202.0282,202.0282,389
Furniture,Miami,United States,Andrew Hill,USCA,UU-18292,"Thursday, December 26, 2024",2024,UN-2024-130580,Low,FUR-FU-552383,Level young statement while.,South,25096,Corporate,"Sunday, December 29, 2024",Same Day,Florida,Furnishings,0.17,108.1557,6,414.3805,41.44,2024-12-26,0,522.5362,522.5362,522.5362,522.5362,414
Furniture,Shanghai,China,Diane Riley,APAC,GE-67294,"Wednesday, February 26, 2025",2025,CH-2025-576497,Medium,FUR-FU-975192,Employee imagine.,North Asia,31621,Home Office,"Monday, March 03, 2025",Standard Class,Shanghai,Furnishings,0.21,-17.8935,6,173.041,17.3,2025-02-26,0,155.1475,155.1475,155.1475,155.1475,173
Office Supplies,Los Angeles,United States,Matthew Williamson,USCA,QQ-40750,"Wednesday, June 22, 2022",2022,UN-2022-794931,Critical,OFF-AR-904375,Edge yet foreign.,West,18305,Consumer,"Saturday, June 25, 2022",Second Class,California,Art,0.09,-288.8568,2,685.4076,68.54,2022-06-22,0,396.5508,396.5508,396.5508,396.5508,685
Technology,Manchester,United Kingdom,John Larson,EU,LF-90449,"Thursday, July 03, 2025",2025,UN-2025-461431,Critical,TEC-PH-537312,Picture establish little pay manage.,North,41831,Home Office,"Friday, July 11, 2025",Second Class,England,Phones,0.21,-48.2215,10,152.7094,15.27,2025-07-03,0,104.4879,104.4879,104.4879,104.4879,152
Office Supplies,Manchester,United Kingdom,Erika Lopez,EU,MG-36856,"Wednesday, December 29, 2021",2021,UN-2021-537451,Low,OFF-PA-784164,Level four have science special.,North,49073,Corporate,"Wednesday, January 05, 2022",Standard Class,England,Paper,0.3,114.176,8,343.9579,34.4,2021-12-29,0,458.1339,458.1339,458.1339,458.1339,343
Technology,Paris,France,Harry Schroeder,EU,UQ-31219,"Tuesday, October 10, 2023",2023,FR-2023-839834,Critical,TEC-AC-247046,Of commercial.,West,29906,Home Office,"Thursday, October 12, 2023",Same Day,Île-de-France,Accessories,0.09,-321.3797,7,1191.8321,119.18,2023-10-10,0,870.4524000000001,870.4524000000001,870.4524000000001,870.4524000000001,1191
Technology,Mexico City,Mexico,Holly Sullivan,LATAM,OT-38551,"Saturday, August 03, 2024",2024,ME-2024-417275,Low,TEC-PH-214306,New close account to cup.,Central,11515,Home Office,"Monday, August 05, 2024",Same Day,Mexico City,Phones,0.03,-180.7533,8,446.0611,44.61,2024-08-03,0,265.30780000000004,265.30780000000004,265.30780000000004,265.30780000000004,446
Furniture,Mexico City,Mexico,Amanda Gibson,LATAM,QE-41576,"Sunday, September 05, 2021",2021,ME-2021-211813,Medium,FUR-FU-688642,Maintain act price.,Central,41186,Corporate,"Wednesday, September 08, 2021",Same Day,Mexico City,Furnishings,0.37,-628.0627,1,1404.1652,140.42,2021-09-05,0,776.1025,776.1025,776.1025,776.1025,1404
Office Supplies,San Pedro Sula,Honduras,Kristina Johnson,LATAM,EU-82818,"Thursday, June 02, 2022",2022,HO-2022-917105,Medium,OFF-PA-611303,Cover together night.,Central,18329,Home Office,"Friday, June 03, 2022",Same Day,Cortés,Paper,0.18,-85.1977,3,1138.6631,113.87,2022-06-02,0,1053.4654,1053.4654,1053.4654,1053.4654,1138
Office Supplies,Melbourne,Australia,Sandra Griffith,APAC,QF-23129,"Monday, December 09, 2024",2024,AU-2024-372768,High,OFF-PA-767129,Dream nation into.,Oceania,23117,Corporate,"Tuesday, December 17, 2024",Standard Class,Victoria,Paper,0.22,-253.3168,8,1429.1,142.91,2024-12-09,0,1175.7831999999999,1175.7831999999999,1175.7831999999999,1175.7831999999999,1429
Furniture,Berlin,Germany,Anita Lane,EU,LS-97232,"Thursday, October 10, 2024",2024,GE-2024-450070,High,FUR-BO-970540,Five computer meet medical.,West,22461,Home Office,"Sunday, October 13, 2024",Same Day,Berlin,Bookcases,0.31,409.7896,3,1067.5642,106.76,2024-10-10,0,1477.3538,1477.3538,1477.3538,1477.3538,1067
Office Supplies,Medellín,Colombia,Mariah Porter,LATAM,BG-10175,"Friday, June 14, 2024",2024,CO-2024-194881,High,OFF-AR-763058,Pm place character.,South,41485,Consumer,"Friday, June 21, 2024",Standard Class,Antioquia,Art,0.26,-93.4251,6,725.8752,72.59,2024-06-14,0,632.4500999999999,632.4500999999999,632.4500999999999,632.4500999999999,725
Technology,São Paulo,Brazil,Amy Woodard,LATAM,ZB-91208,"Monday, February 06, 2023",2023,BR-2023-730400,Critical,TEC-PH-568195,Suddenly why marriage religious.,South,49403,Home Office,"Monday, February 13, 2023",Standard Class,São Paulo,Phones,0.37,-30.7245,4,298.2111,29.82,2023-02-06,0,267.4866,267.4866,267.4866,267.4866,298
Office Supplies,Beijing,China,Jesse Drake,APAC,YS-18970,"Thursday, May 29, 2025",2025,CH-2025-992832,Medium,OFF-PA-171528,Room agreement expect however.,North Asia,29055,Corporate,"Sunday, June 01, 2025",First Class,Beijing,Paper,0.22,67.8841,1,712.861,71.29,2025-05-29,0,780.7451,780.7451,780.7451,780.7451,712
Office Supplies,Tegucigalpa,Honduras,Christopher Parsons,LATAM,LV-90456,"Saturday, May 25, 2024",2024,HO-2024-861032,Critical,OFF-ST-145326,Usually always very to.,Central,23723,Home Office,"Monday, May 27, 2024",Second Class,Francisco Morazán,Storage,0.27,-292.9252,9,1297.5331,129.75,2024-05-25,0,1004.6079000000001,1004.6079000000001,1004.6079000000001,1004.6079000000001,1297
Furniture,Marseille,France,Annette Hart,EU,RF-79882,"Sunday, January 26, 2025",2025,FR-2025-222358,Low,FUR-BO-729499,Share look look note.,West,35639,Home Office,"Saturday, February 01, 2025",Second Class,Provence-Alpes-Côte d'Azur,Bookcases,0.05,21.3155,3,325.2684,32.53,2025-01-26,0,346.58389999999997,346.58389999999997,346.58389999999997,346.58389999999997,325
Furniture,London,United Kingdom,Brandon Porter,EU,HC-69108,"Thursday, February 02, 2023",2023,UN-2023-569895,Medium,FUR-FU-111133,Various picture defense scene everything.,North,15769,Corporate,"Wednesday, February 08, 2023",First Class,England,Furnishings,0.2,164.8443,3,1276.8195,127.68,2023-02-02,0,1441.6638,1441.6638,1441.6638,1441.6638,1276
Technology,Manchester,United Kingdom,Jennifer Skinner,EU,RJ-10252,"Wednesday, November 08, 2023",2023,UN-2023-622501,Low,TEC-CO-771571,Information bit.,North,43251,Home Office,"Monday, November 13, 2023",First Class,England,Copiers,0.05,269.0132,9,756.3664,75.64,2023-11-08,0,1025.3796,1025.3796,1025.3796,1025.3796,756
Office Supplies,Los Angeles,United States,Benjamin Carroll,USCA,EK-31847,"Wednesday, August 20, 2025",2025,UN-2025-800266,High,OFF-AR-662508,American difficult open.,West,24653,Consumer,"Wednesday, August 27, 2025",Standard Class,California,Art,0.22,-41.7138,10,524.1234,52.41,2025-08-20,0,482.40959999999995,482.40959999999995,482.40959999999995,482.40959999999995,524
Office Supplies,Mexico City,Mexico,Wendy Hutchinson,LATAM,SP-20256,"Thursday, February 22, 2024",2024,ME-2024-526432,Critical,OFF-AR-544380,Popular performance real.,Central,44281,Corporate,"Sunday, February 25, 2024",First Class,Mexico City,Art,0.31,-465.8427,1,1363.4113,136.34,2024-02-22,0,897.5686000000001,897.5686000000001,897.5686000000001,897.5686000000001,1363
Furniture,Berlin,Germany,Craig Benson,EU,SU-65678,"Wednesday, May 14, 2025",2025,GE-2025-829537,Medium,FUR-CH-274291,Board government carry agent.,West,40664,Home Office,"Friday, May 16, 2025",First Class,Berlin,Chairs,0.15,248.1284,5,730.1843,73.02,2025-05-14,0,978.3127,978.3127,978.3127,978.3127,730
